
 ,time,x,y,z
, 39.871, -0.00, -1.78, 2.61
, 39.934, 6.99, 6.40, 4.77
, 40.009, -4.90, 1.81, 13.75
, 40.063, 5.86, 4.27, 4.49
, 40.138, 7.24, 2.13, 11.19
, 40.191, 7.19, 0.89, 5.74
, 40.355, 2.20, -0.77, 11.53
, 40.362, 1.66, 1.27, 7.05
, 40.383, 3.96, -0.40, 6.49
, 40.468, 5.52, 2.95, 12.45
, 40.517, 3.76, 1.64, 11.40
, 40.573, -2.18, 4.11, 11.78
, 40.717, 2.10, -0.52, 8.42
, 40.719, -5.83, -7.79, 12.90
, 40.807, 8.46, 4.41, 6.25
, 40.832, 0.89, -1.75, 9.86
, 40.922, -2.06, 4.38, 11.67
, 40.988, 2.89, 0.89, 11.48
, 41.017, -5.43, -5.95, 11.12
, 41.081, 2.85, -0.08, 7.67
, 41.194, -0.45, 0.26, 11.44
, 41.220, 3.40, -1.48, 8.10
, 41.322, 2.44, -2.98, 6.03
, 41.334, -1.65, -5.43, 8.60
, 41.466, 0.59, -6.22, 1.23
, 41.524, 3.02, -9.09, 5.56
, 41.587, -1.75, -6.01, -0.97
, 41.679, 0.56, -7.03, 5.91
, 41.718, -2.13, -6.26, 3.03
, 41.814, 3.76, -2.80, -0.35
, 41.843, -2.16, -3.62, 8.40
, 41.906, -3.70, -4.92, -2.93
, 41.992, 1.90, -5.06, 3.28
, 42.058, -0.15, -5.14, 1.44
, 42.097, -1.16, -2.57, 1.79
, 42.166, -0.93, -4.84, 2.47
